Tweet,Message/tweets,happy_words,sad_words,polarity
460,Oh Im sorry I thought I lived in Canada where they DIDNT deny you pain medication before they confirm with a blood test that there isnt a chance you could be pregnant,,"deny, pain, sorry",negative
461, JustinTrudeau Were also launching the Canada Emergency Business Account in case your small business is struggling with cash flow. Thi,,"emergency, struggling",negative
462,NicolasJSimard I do not challenge that because as you might have guesssed i  live in Canada and have family who live in DRc and some work there at the state level. My observation is just this side of things. We lived it when roots took place in 1990,work,,positive
463," DrJacobsRad The people of Canada thank this unnamed doctor. The nation is grateful.

Cdnpoli COVID19",thank,,positive
464, charlesrusnell Follow coming soon but heres the original story. No response yet from jkenney for call from NDP opposition for Shandr,,opposition,negative
465,NightOw32818108 Revenue Canada has a copy. Do your taxes they will do the adjustments,,,neutral
466, camerontiff On September 18 1987 THE PRINCESS BRIDE made its world premiere at our festival. Its been with us ever since. Tonight,,,neutral
467, OilsandsAction The crisis facing Canadas oilpatch isnt just the industrys problem its everybodys problem. CdnPoli  ,,"crisis, problem",negative
468,Birds on my daily walk today Red Kite Skylark Jackdaw Mallard Mute Swan Coot Little Grebe Robin Canada Geese NaturesVoice,,,neutral
469, ScottGilmore CPC Liberal NDP  it doesnt matter what party they belong to it doesnt matter what pressures they are under when a,,,neutral
470,ETCanada They were self isolating in Canada then leave the country to be in a hot spot. I would have stayed hunkered down in Canada,hot,,positive
471,notcapnamerica BaronDestructo 16... I mean I guess I am from the South... of Canada.,,,neutral
472, TorontoStar BREAKING Trudeau announces Canada will cover 75 of wages for qualifying small and medium businesses to avoid layoffs b,,breaking,negative
473,ERROR FARE Nonstop from Toronto Canada to the Azores for only 137 CAD roundtrip SepOct dates  ,,error,negative
474, LaurieGarrett Well this is certainly grim  TheEconomist special intell unit predicts nearly all G20 nations will be pushed into a,well,grim,neutral
475, BloombergCA Air pollution in some of Europes major cities has dropped dramatically since governments ordered citizens to stay home  h,,,neutral
476,fentybeauty my BEST FRIEND was suppose to do your master class in May but because of the virus she doesnt know if she is going.... TORONTO CANADA  she is beyond talented. she is an artist and a true friend. PriscillaOno ,"best, master",,positive
477,"Nobodys traveling so I doubt theres any risk of Canada running out of antimalaria drugs so its hard to believe claims that offlabel use to treat coronavirus will result in shortages to treat malaria. Coronavirus is a bigger issue right now. 
",,"doubt, hard, issue, risk",negative
478, CBCAlerts Bank of Canada slashes interest rate by 50 basis points to overnight target rate of .25. This unscheduled rate decision...,,,neutral
479,2 months amp 2 days ago Canada diagnosed the 1st case of COVID19 so what have we learned since about the virus what dont we know about COVID19 and where are we at in the global hunt for a cure GermHunterMD helps us answer those qs amp more.. ,cure,virus,neutral
480, amp6 Trudeau says Canadas deal with the US to return asylumseekers who the US will then deport to their country of origin is consi,,,neutral
481,PSPC employees  Please note that VPN access to the PSPC network will be interrupted tomorrow March 28 for approximately one hour starting at 1000 pm EDT due to important maintenance work carried out by Shared Services Canada.,"important, work",,positive
482," EcologyOttawa Canada needs this. Ontario needs this. Ottawa needs this. 

During and after COVID19 we must stand up to the ClimateC",,,neutral
483,BlueWaterBridge as of 5PM wait times to cross into the U.S. and Canada are less than 15 min. for cars and commercial vehicles. MDOT,,,neutral
484," rsmale Ok I just stopped laughing. 

Canadians have decided to stay put as we have a good health care system gun control and a sane","good, sane",,positive
485," mcspocky Americans not welcome due to virus say Mexicans.

Mexican protesters shut a US southern border crossing amid fears that unte",,"fears, virus",negative
486,ATTN Collectors We have updates for those with impacted AIR MILES Air Canada travel bookings. Please visit  before contacting Customer Care. Thank you ,thank,,positive
487, kieranleavitt Full story. Still no word from the minister or his ministry or the premier. Nor have many government staffers been out d,,,neutral
488, cbcnewsbc Truckers are transporting vital shipments during the COVID19 pandemic including food hand sanitizers and masks. Groups ar,,,neutral
489," MandyJH Photo from NationalGeographic.
Alberta Canada. 
Oh how I hope once all this passes that people took the time to reflect d",,,neutral
490, urchin13 Mikeggibbs skeshavjee Canada is def not unique in stomping the poor we also love shitting on the working class and even,love,poor,neutral
491,"A very cool live map of confirmed and potential selfreported COVID19 SARSCOV2 cases in Canada as well as vulnerable populations.  

DataScience StayHome FlattenTheCurve","cool, well",,positive
492, SwannyQLD Canada has announced  a 75 wage subsidy demonstrating yet again the Governments crashing failure in face of crisis,,"crashing, crisis, failure",negative
493,Need help connecting with Students during DistanceLearning  Check out the Virtual Learning Series Teaching Online checkout offered by edtechteamCAN in partnership with Google Canada ,,,neutral
494," dignityindying Thanks to Canadas assisted dying law Noreen died in her favourite chair in the sun room of their home.

It was a sunn",,"died, dying",negative
495, Booth I think they were bound for LA all along  Prince Harry and Meghan Markle flee coronavirus in Canada for California ,,flee,negative
496, bruceanderson Watching these daily briefings and a lot of tweeps may not agree with me some will be outright hostile   but pound f,,hostile,negative
497," RobertGreenhill PLEASE SHARE

At the end of a difficult week I am so ProudToBeCanadian.  Proud of outstanding Public Health Officers","outstanding, proud",,positive
498,The Embassy of Canada  would like to sincerely thank all the Tunisair  employees who made the this first return flight  to Canada possible. Thank you  ,"like, sincerely, thank",,positive
499, MrAndyNgo Justin Trudeau authorized the transfer of approximately 17 tons of protective supplies to China... now with the COVID19 v,protective,,positive
500," EcologyOttawa Canada needs this. Ontario needs this. Ottawa needs this. 

During and after COVID19 we must stand up to the ClimateC",,,neutral
501, labourstart KENYA  Some Kenyan nurses refuse coronavirus patients in protest over shortages   ,,"protest, refuse",negative
502, apaulagetics Empty playground. yeg covid19 streetphotography yegphotographer photography colorsphotography colourphotography p,,,neutral
503," ESDCGC Canada Student Loan repayments will be paused for six months starting March 30 2020.

More details  h",,,neutral
504, CBCNB Delta Fredericton closes for now after demand falls during outbreak  ,,"falls, outbreak",negative
505, BaljitGhuman SikhNatio Sikhs across Canada individually donating blood savinglives while keeping SocialPhysical distancing measur,,,neutral
506, sunlorrie Meghan MarklePrince Harry Leave Canada for L.A. ,,,neutral
507, JohnTheFame Americans watching Canada and Europe take care of their citizens during the pandemic ,,,neutral
508, ScottGilmore CPC Liberal NDP  it doesnt matter what party they belong to it doesnt matter what pressures they are under when a,,,neutral
509," DebHaslam Trudeau Sent 17 Tons Of Coronavirus Protective Supplies To China  Now Canada Running Low
No worries...Im sure China will",protective,,positive
510, martindunphy Trump actually responded to a question about putting US troops on the Canadian border by suggesting they are there to sto,trump,,positive
511, CFIB Should government employees who cannot work be paid their full salary or be required to use Employment Insurance or the Canada Em,work,,positive
512,JimCarrey Your political position is correct for a Canadian. Trump has forced Canada into fair trade which Im sure pisses you off. Hate your politics like your talents...,"correct, fair, like, trump",,positive
513," CochraneCBC A sign of hope in a time of fear

Modelling shows physical distancing has halved spread of COVID19 in B.C. officials say",,fear,negative
514,Bro I am tired nigga Im tired of life Im tired of this dumb ass job Im tired of my bad ass bitch Im tired of being in Canada I jus wanna see my mom already,,"bad, bitch, dumb, tired",negative
515, ArleneDickinson Celebrate this fabulous woman jannarden today. Make sure she hears how much she is adored. Its her birthday and we a,"celebrate, fabulous",,positive
516,"MSNBC AliVelshi Heres a few things the Government of Canada is doing for Canadians during this pandemic.    
Please stay safe. ",,,neutral
517, JacquiDelaney Truck drivers and grocery store workers cant just close up shop like Service Canada employees did. I would argue that i,like,,positive
518,Thank you so much for your dedication Captain Wiseman Canada COVID19 ,thank,,positive
519,GallupNews USA I try to support you. I watch read and see and I root for you but man you make it hard. I am about to beg Canada to build a wall and cut all ties. If he gets reelected I am done. I dont want to see any more hand wringing feigned shock or horror or bitching.,,"beg, shock",negative
520, CanadensisMax Dear American neighbours your President is a fucking nut.  Love Canada.,love,fucking,neutral
521,"KevinMKruse 11 amp only Canada is further north than I am. 

As an aside the 18 yr. old girl that checked me out at the store asked if Id ever had those Jiffy Corn Muffins that I was buying amp were they anything like corn bread  Shed never heard of cornbread before working there ",like,,positive
522, InEgoVeritas Canada is in serious trouble Weve destroyed our oil industry we have zero gold reserve and we have huge RE bubbles in,gold,trouble,neutral
523,COVID19 pandemic will worsen food insecurity if we dont find ways to support food access for lowincome communities when they are asked to stay home amp physically distance. Safe access to food is critical to crisis response. Foodforhealth ,,"crisis, critical, insecurity, worsen",negative
524, joececiyyc Lets be clear about what happened shandro saw a doctor post a meme that he didnt like. Instead of focusing on COVID19,clear,,positive
525, 22Minutes Harry and Meghan have left Canada and moved to California which means the only Canadian royalty left is Eugene Levy and Ca,,,neutral
526,CBCIndigenous CBCManitoba I guess Trudeau thinks everything is a joke.  Get our medical people what they need.  Grow up.  You are Canadas major problem.  You have no clue.,,,neutral
527,TomTSEC Alteady.the air smells fresher in Canada,fresher,smells,neutral
528, brucearthur Trudeau announces Canada will cover 75 of wages for qualifying small and medium businesses to avoid layoffs backdated t,,,neutral
529, DanWoy The coronavirusinduced crash isnt just a reckoning for s oil amp gas sector  its a reckoning for our financial industry amp,,crash,negative
530, brucearthur Trudeau announces Canada will cover 75 of wages for qualifying small and medium businesses to avoid layoffs backdated t,,,neutral
531, tylerwhat16 This is truly heartwarming  more than 450 licensed psychotherapists psychologists and social workers in Ontario signe,heartwarming,,positive
532,"There arent enough ventilators for coronavirus so a London Ont. man giving his design away
",enough,,positive
533,The Math They WONT Show You About Coronavirus Correlation  via LegendaryEnergy  ,,,neutral
534, DaveBeninger As a former staff in the Premiers and a Ministers office  every paragraph in this article is more unbelievable than th,,unbelievable,negative
535, Marilyn4RedCan Tsiehta BernisforCanada AndrewScheer CPCHQ Please Andrew for the last time go isolate yourself. You are done the,,isolate,negative
536," NerissaaEmy We have to be pure like nature 
Canada  ","like, pure",,positive
537, charlesrusnell Alberta health minister accused of berating Calgary physician intimidating citizens  CBC News ,,intimidating,negative
538," ABMDWarRoom Mr. Shandro tells my children they should stay inside because they dont want to see whats about to happen.

An epic",,,neutral
539," DrJacobsRad The people of Canada thank this unnamed doctor. The nation is grateful.

Cdnpoli COVID19",thank,,positive
540,BADDYRULES sophlemoore Okay then replace Toronto with Houston and Ontario with Texas and Canada with the USA,,,neutral
541, MichelleGhsoub Modelling shows physical distancing has halved spread of COVID19 in B.C. officials say ,,,neutral
542,"New ErrorFare ERROR FARE Nonstop from Toronto Canada to the Azores for only 137 CAD roundtrip. ErrorFare Travel SepOct dates



Booking link   via SecretFlying",,error,negative
543, vlyzeiR6 1 more year and then I can do Canada Nationals in other words Im 17 now,,,neutral
544," wearenorth99 Albertas health minister Tyler Shandro went to a doctors house and verbally harassed him...

Were in a pandemic. We",,harassed,negative
545, andrewphung As an Albertan and someone who once called you a friend Im very disappointed in your behaviour shandro. You are an ele,,disappointed,negative
546, picardonhealth A glimmer of hope  PhysicalDistancing has halved spread of COVID19 in B.C. modelling suggests by rhiannaschmunk,glimmer,,positive
547," DrJacobsRad Chinese ambassador says COVID19 cooperation not enough to fix relationship with Canada.

What we did was for the peopl",enough,,positive
548, annefra39300541 CanadaPeru AirCanada Avianca Thanks to the Canadian Embassy workers and Air Canada flight personnel.... Such a welc,,,neutral
549," AndeeAsh You can find beauty anywhere 
FridayFeeling HappyFriday StayHome staysafe FlashbackFriday TogetherWeCan nature pea",beauty,,positive
550, PGChamberCEO This mornings announcement from JustinTrudeau is precisely what the Canadian economy amp SMEs needed 75 wage subsidy u,precisely,,positive
551,"My neighbour is taking full advantage of the no eviction rule right now and playing his electric guitar at top levels. So Im going to go smoke a blunt and blow it under his door. 

Fuck you you asshole.",,"blow, blunt, fuck, smoke",negative
552," dkreative1 Typical Liberal hogwash

Side step deflect and ignore until the hit hits the fan and they deny back track and blame oth",,"blame, deny, ignore",negative
553, Alfreddezayas If the US wants to go after drugtrafficking it should focus on Colombia which according to UNODC is the origin of 60,,,neutral
554,LIVE Province gives latest update as COVID19 cases reach 104  CBC News   follow AlexSoloCBC for more. ,,,neutral
555, kieranleavitt Full story. Still no word from the minister or his ministry or the premier. Nor have many government staffers been out d,,,neutral
556, AnnePet90513683 Just listened to Trump Canada has been slipping Chinese steel thru  to avoid the tariffs. Trudeau is breaking US laws,trump,breaking,neutral
557,jkenney we need to catch up to the rest of Canada on this. After all you compare us in all other areas ,,,neutral
558," ErikLuczak Toronto liberals are jumping for joy Toronto liberals only want to pay more interest on the Liberal debt. 

National Post",joy,,positive
559, OilsandsAction The crisis facing Canadas oilpatch isnt just the industrys problem its everybodys problem. CdnPoli  ,,"crisis, problem",negative
560, Drakobuitron Canada have taste omg . NickiDay,,,neutral
561," LauraJeanDawe I just got an Ontario Amber Alert on my cell phone and television

CIVIL EMERGENCY ALE.

All people returning to Ca",,emergency,negative
562,Here is a great opportunity to Get Started with Google Meet through the virtual learning series in both French amp English.  edtechteam WCDSBInnovates. ,great,,positive
563, CBCAlerts Another 7 cases of COVID19 have been reported in AbitibiTmiscamingue Quebec. That gives the province a total of 1636 co,,,neutral
564,"Dear healthcare professionals
 
We want to say thank you for your commitment
 
You are the real Heroes.
 
Take care of yourself and your loved ones.
 
Olivier de Cuniac
President and General Manager Mlnlycke Canada ","commitment, loved, thank",,positive
565, ChristopherTodd reicurran Why not borrow enough to build large profitable infrastructure projects at these low rates. Canada can grow,enough,,positive
566,Sound familiar Canada  Except Sock Boy just gave it away.  CanadaCovid19 ,,,neutral
567, DanWoy The coronavirusinduced crash isnt just a reckoning for s oil amp gas sector  its a reckoning for our financial industry amp,,crash,negative
568," BBCWorld Mexicans demand crackdown on Americans crossing the border 

",,,neutral
569,This is encouraging news out of British Columbia ,encouraging,,positive
570, AnnieClaireBO Heard from the wife of a truck driver today. She says the few gas stations and restaurants open along her husbands cros,,,neutral
571, neilrmoss Possibly immaterial I found it interesting that Trudeaus statement yesterday announcing Hillman as Canadas new U.S. ambas,interesting,immaterial,neutral
572,"jscotttwc Great More liberals moving in just what we need. Like our great USA needs more crybabies entitled and socialists coming to mock our way of life. I hope they keep moving and outta the US fast. 
Maybe we need a wall at the Canada border aswell.","great, like",,positive
573," MarieFrRenaud Who will Jason Kenney choose his UCP colleague or the people of Alberta 

shandromustgo
covid Alberta 

Calgary wom",,,neutral
574,Chinese ambassador says COVID19 cooperation not enough to fix relationship with Canada ,enough,,positive
575," DrJacobsRad Please continue to social distance yourselves. We do not want to test the capacity of our ICU infrastructure.

No country",,,neutral
576, UrbanOutfitters its FreeVinylFriday  this week were giving away Collection One on limited pink vinyl AND Ghetto Lennys Love So,,"ghetto, limited",negative
577, joececiyyc Lets be clear about what happened shandro saw a doctor post a meme that he didnt like. Instead of focusing on COVID19,clear,,positive
578," CBCNL NEW  A 4yearolds party was cancelled. These first responders answered the call

 ",,,neutral
579,people Wait I thought we werent travelling From UK to Canada and now LA.,,,neutral
580," camwolfe Oh the irony.....

COVID19 buildthewall
Coronavirus Mexicans demand crackdown on Americans crossing the border ",,,neutral
581, UnitedNurses Alberta Nurses and healthcare workers coming within two metres of a suspected presumed or confirmed COVID19 patient wi,patient,,positive
582,DavidDobrik I could use some help with bills and my boyfriend Im a college student but Im in Canada I dont have venmo,,,neutral
583, ezralevant Follow along in real time as China Eastern flight 581 flies from Shanghai to Vancouver  one of five Chinese flights to Ca,,,neutral
584, BarackObama And this article provides a great example of the kind of community spirit that we need to get through thisa spirit that w,great,,positive
585, canadanewsmedia Canadian Trucking Alliance launches thankatrucker social media campaign  Truck News has been published on Canada N,,,neutral
586, CBCAlerts Bank of Canada slashes interest rate by 50 basis points to overnight target rate of .25. This unscheduled rate decision...,,,neutral
587, joececiyyc Lets be clear about what happened shandro saw a doctor post a meme that he didnt like. Instead of focusing on COVID19,clear,,positive
588, itsreallyalexb There are NO Canadian migrants trying to sneak across the USA border. Yet Trump uses the COVID19 crisis to further his,,"crisis, sneak",negative
589, CanadensisMax Dear American neighbours your President is a fucking nut.  Love Canada.,love,fucking,neutral
590,CBCAlerts The globe or world is taking nap now due ti Covid 19 Sir. Stay home and better be safe we will have Time after that. Help with this crisis now your immediate family your province and larger Canada,"better, safe",,positive
591, Healthmac More promising data Canadas doubling time continues to slower spread of COVID19 and Ontarios growth is even slower,promising,slower,neutral
592, EmojiMashupBot  unamused   intears   flagcanada  ,,,neutral
593, GFHenderson Lots of misunderstandings circulating these days Thanks to the President of BVMImusic in Germany for clearing this one,,misunderstandings,negative
594, CBCAlerts Another 7 cases of COVID19 have been reported in AbitibiTmiscamingue Quebec. That gives the province a total of 1636 co,,,neutral
595," DebHaslam Trudeau Sent 17 Tons Of Coronavirus Protective Supplies To China  Now Canada Running Low
No worries...Im sure China will",protective,,positive
596, JustinTrudeau We are implementing the Quarantine Act to keep all Canadians safe. So let me be clear If you do not go home and stay ho,clear,,positive
597,chigrl Jesus .Hope they dont do it in Canada,,,neutral
598," Dutch101 All Barbz Should Tune in to  Canadas Biggest Radio Station amp Join the NickiDay Celebration with Hits 93 Toronto 

Com",celebration,,positive
599," BBCWorld I think its a tribute to our testing

US now has more confirmed cases of coronavirus than any other country with more tha",,,neutral
600, IrlinVancouver If you are concerned about your income at this time the irishcdnorg have put together an excellent document highlight,excellent,concerned,neutral
601," TrentCapelli NoCanadian 
Canada withstood the financial crisis of 2008 as well as any nation in the world amp is managing the COVID19",well,crisis,neutral
602,Fcuk...why cant America be more like Canada. 2 countries that are so close but yet so different.  Any Canadians looking to adopt me  TrumpPandemic ,like,,positive
603," LokiLyesmythe We did put Canada first and chose to help contain the virus before it reached our shores. 

I wonder The Tools argume",wonder,virus,neutral
604, EfficiencyCAN  COVID19 Part 2 Energy efficiencys role in Canadas economic recovery.  ,,,neutral
605," BBCWorld Mexicans demand crackdown on Americans crossing the border 

",,,neutral
606, JohnTheFame Americans watching Canada and Europe take care of their citizens during the pandemic ,,,neutral
607,CanadensisMax Dear Canada please invade us. ,,,neutral
608, elizbonner That cant be true...this is Canada,,,neutral
609, CorpsExquis Hey Im Mel I currently live in The Netherlands but Im French. Ive been a fan of Hannibal since season 1 but just rece,,,neutral
610, picardonhealth A glimmer of hope  PhysicalDistancing has halved spread of COVID19 in B.C. modelling suggests by rhiannaschmunk,glimmer,,positive
611," karliwithakay Hey Shandro any tweets youd like to delete right about now Any at all

It is completely inappropriate and it is al","like, right",,positive
612," Dutch101 All Barbz Should Tune in to  Canadas Biggest Radio Station amp Join the NickiDay Celebration with Hits 93 Toronto 

Com",celebration,,positive
613, ezralevant Why cant you find a mask to wear For two months China had its expats around the world buy up protective gear in bulk an,protective,,positive
614," marialves53 Canada on canvas 

A quiet and safe night to all my TT friends...

Bonne nuit
Buona notte
Gut nacht
Buenas noches
K","quiet, safe",,positive
615, CanadensisMax Dear American neighbours your President is a fucking nut.  Love Canada.,love,fucking,neutral
616,chrismh WHO DrTedros CPHOCanada CDCgov CraigASpencer raghuvenugopal JamesOrbinski jamesmaskalyk carriedbernard jwnickerson buissonnierem Super honoured to be included in this list Wishing you the best chrismh ,"best, super",,positive
617,pejthomas Thegreyspaniel reicurran Massive debt foregiveness on a G7 scale will lead to global conflicts of which Canada cannot defend itself and will be forced to make a significant concession to the US for defense,,"concession, conflicts, debt",negative
618, pixelflex VassyKapelos Im finding more and more selfemployed Canadians like you mentioned last night that fall into this grey area,like,fall,neutral
619,my answer to everything move to canada,,,neutral
620," btsotc MOTS 7 has achieved 21 1s on Official Charts
1 US
1 Japan
1 UK
1 Germany
1 France
1 Korea
1 Australia
1 Spain
1 Can",,,neutral
621, 22Minutes Canada will pay 75 of wages for businesses to keep workers on the payroll. Hopefully they dont use the Phoenix pay system,,,neutral
622," IrlEmbCanada Irish citizens in Canada  should decide now whether or not to return to Ireland  

Those who decide to travel should",,,neutral
623," btsotc MOTS 7 has achieved 21 1s on Official Charts
1 US
1 Japan
1 UK
1 Germany
1 France
1 Korea
1 Australia
1 Spain
1 Can",,,neutral
624, kieranleavitt Full story. Still no word from the minister or his ministry or the premier. Nor have many government staffers been out d,,,neutral
625, MrAndyNgo China bought up mass quantities of medicine and medical supplies from Western countries like Canada and Australia last month,like,,positive
626," rsmale Ok I just stopped laughing. 

Canadians have decided to stay put as we have a good health care system gun control and a sane","good, sane",,positive
627, gilmcgowan Shandros behaviour raises questions about his suitability as health minister during the COVID19 pandemic says political,,,neutral
628,Debofthenorth Protecting Canada  from infected Americanas,,infected,negative
629, PatriciaTreble ShapkinKimberly picardonhealth macleans Im frustrated by the fragmented data in this country. It took nearly 2 week,,"fragmented, frustrated",negative
630, brucearthur Trudeau announces Canada will cover 75 of wages for qualifying small and medium businesses to avoid layoffs backdated t,,,neutral
631, UnitedNurses Alberta Nurses and healthcare workers coming within two metres of a suspected presumed or confirmed COVID19 patient wi,patient,,positive
632,Govt of Canada to dramatically boost support for small businesses by covering up to75 of a small businesses payroll offer interestfree loans and waive GST remittances until June. This is a huge step up from the 10 wage subsidy announced last week. ,"boost, support",,positive
633," ABMDWarRoom Mr. Shandro tells my children they should stay inside because they dont want to see whats about to happen.

An epic",,,neutral
634, DenDonally Just when you thought realDonaldTrump couldnt do anything dumber he now wants to send troops to Canadian border to preve,,,neutral
635, Dutch101 All things Go by Nicki Minaj is currently playing on Canadas biggest radio station Hits 93 Toronto  NickiDay ,,,neutral
636," Ez4u2sayJanis Woman arrested again for allegedly not selfisolating after arriving in N.L.
covid19nfld ",,,neutral
637," closedhighway Mexico 130 million people
Corvid19 cases 475
Canada 34 million people.
Approaching  4000 cases
Trudeaus decision to",,,neutral
638," IanInLangley Trump sure seems concerned about the Canadian border...

Corrupt incompetent imbecile JustinTrudeau has destabilized Can",,"concerned, corrupt, imbecile, incompetent",negative
639," BBCWorld Mexicans demand crackdown on Americans crossing the border 

",,,neutral
640, dmorfoot It was 16 TONNES OF PPE SENT TO CHINA  AND 55 MILLION MASKS DESTROYED HERE IN CANADA  WHEN THEY KNEW CORONAVIRUS WAS COMIN,,,neutral
641, JustinTrudeau We are implementing the Quarantine Act to keep all Canadians safe. So let me be clear If you do not go home and stay ho,clear,,positive
642, DrinkAriZona Rumors confirmed. Available in Canada,available,rumors,neutral
643," mcspocky Americans not welcome due to virus say Mexicans.

Mexican protesters shut a US southern border crossing amid fears that unte",,"fears, virus",negative
644, kieranleavitt Full story. Still no word from the minister or his ministry or the premier. Nor have many government staffers been out d,,,neutral
645, NightShiftMD See. It works. Physical distancing has halved spread of COVID19 in B.C. official modelling suggests  CBC News ,,,neutral
646,"Canada  Government boosts wage subsidy to 75 for small medium businesses to avoid layoffs during COVID19 crisis
",,crisis,negative
647,SelfieShanNow Not the same at all canada closing borders only to travel not commerce and it was a joint agreement with your president.  And last I checked American isnt a race.,,,neutral
648, joececiyyc Lets be clear about what happened shandro saw a doctor post a meme that he didnt like. Instead of focusing on COVID19,clear,,positive
649, AirCanada We are working around the clock to help our customers. A video message from Calin Rovinescu President and Chief Executive O,,,neutral
650," ArmineYalnizyan Summary of todays breathtaking announcements
Small and medium businesses who qualify will get a 75 wage subsidy re","breathtaking, qualify",,positive
651," wearenorth99 Albertas health minister Tyler Shandro went to a doctors house and verbally harassed him...

Were in a pandemic. We",,harassed,negative
652, VancouverSun Accused Mexican money launderer loses bid for refugee status in Canada ,,loses,negative
653," SeanCarleton Canada prepandemic no relationship is more important than our nationtonation partnership with Indigenous peoples.

C",important,,positive
654,U.S. and Canada Discuss Militarizing the Border Amid Coronavirus Outbreak,,outbreak,negative
655, SwannyQLD Canada has announced  a 75 wage subsidy demonstrating yet again the Governments crashing failure in face of crisis,,"crashing, crisis, failure",negative
656,GregPlumpton BernieSanders So we should give up on M4A because Canadas system is imperfect  Thank goodness that Edison didnt give up on a light bulb because others had failed before him.,"goodness, thank","failed, imperfect",neutral
657, gstrategylab How should we interpret the spike in new COVID19 cases in Canada What do the new measures under the Quarantine Act mea,,,neutral
658," NancyCrouse I am in Ontario and I just received an alert on my cell phone. CIVIL EMERGENCY ALE. 
All people returning to Canada mus",,emergency,negative
659," Scribulatora Every stereotypical difference between America and Canada is playing out before our eyes.

We will never again be able to",,stereotypical,negative
660,BlackStairwell Dracalous KING5Seattle username4what You might as well say Canada was spawned by Australia because they speak English.,well,,positive
661, mmrezamm The Iranian regime is responsible for its peoples suffering.  via WSJ .JustinTrudeau .FPChamp,,,neutral
662,ArthurG2001 MeaghenJohnson Thats weird or is it If Canada played more games we would be much higher. Like how many games does the USA play compared to CANwnt,like,weird,neutral
663,CarrieStevensXO brentfitz Best wishes from Canada. Stay safe,"best, safe",,positive
664, LaurieGarrett Well this is certainly grim  TheEconomist special intell unit predicts nearly all G20 nations will be pushed into a,well,grim,neutral
665," MaximeBernier Canadians rejoice More debased  will fall from the sky

The BoC is again cutting interest and following in the steps",rejoice,fall,neutral
666," BBCWorld I think its a tribute to our testing

US now has more confirmed cases of coronavirus than any other country with more tha",,,neutral
667, MichaelsCOVID Nearly 21 thousand have requested MichaelsStores close. Employees are working sick on quarantine with no help or in f,,sick,negative
668,So I found the source of conflicting info. I wish doctors and nurses didnt have to be afraid to speak out for the public and their own safety. Please do not erode the public trust on you Dr. Henry. ,,"afraid, conflicting, erode",negative
669,normmacdonald Fun fact Maine actually is a flyover state for Canada.,fun,,positive
670, CristinaStasia Threatening to send security after private citizen intimidating a physician at his home refusing accountability...you,,"intimidating, refusing, threatening",negative
671, CarolCampbell4 My GlobalEdTalk CtrEdEcon discussing importance of supporting amp developing the teaching profession including researc,supporting,,positive
672," karliwithakay Hey Shandro any tweets youd like to delete right about now Any at all

It is completely inappropriate and it is al","like, right",,positive
673,hollymadison LexLinkletter Im going to start in Canada with a beer then England with a beer then another beer and another. And Ill be lucky to make it to France.,lucky,,positive
674, travel Moraine Lake Canada. ,,,neutral
675,"CanadensisMax Dear Canada
We agree.                                          Love The Majority of Americans",love,,positive
676, DailyCaller Trudeau Sent 17 Tons Of Coronavirus Protective Supplies To China  Now Canada Running Low ,protective,,positive
677, CBCNews Takaya a wolf that lived alone for years on a tiny island near Victoria B.C. was shot and killed by a hunter this week.http,,killed,negative
678,BenJamesPhotos lizzieweather BBCWthrWatchers itvlondon SallyWeather WeatherAisling ChrisPage90 KateKinsella SaraThornton1 benrich JenBartram BBCLondonNews BBCLdnWeather I wasnt aware they were in Britain too. A few years ago I was on a pier near my home and migrating Canada geese were flying right overhead. It was quiet except for the sound of their flapping wings. I have to say I felt it was quite a magical moment for me hearing that sound.,"magical, quiet, right",,positive
679,DavidDobrik Dont have venmo in Canada...,,,neutral
680,PierrePoilievre Sorry Skippy flipping the CPCHQ way would mean implementing Don Trump style isolation policies and  not stepping up and fulfilling Canadas international obligations no thanks you and your lame duck leader deserve no credit here. CoronaVirusCanada,,"isolation, lame, sorry",negative
681," AmeerRosic Dear Canadian airlines. Here is an idea.

Canada is so expensive to travel. Just plain stupid. 

Create an all you can fly",,expensive,negative
682, danwootton A royal insider said Harry and Meghan had been planning for some time to move to LA to be closer to their Hollywood team,,,neutral
683, ProgressAlberta Among other services Vital Partners brokers supplementary health insurance including for some coverage delisted thr,,,neutral
684, TheGrayzoneNews Once an underground network of fascist ideologues shunned for its criminal ideas Canadas Ukrainian ultranationali,,"criminal, fascist, shunned",negative
685, CanadensisMax Dear American neighbours your President is a fucking nut.  Love Canada.,love,fucking,neutral
686, charlesrusnell Alberta health minister accused of berating Calgary physician intimidating citizens  CBC News ,,intimidating,negative
687, ArleneDickinson Celebrate this fabulous woman jannarden today. Make sure she hears how much she is adored. Its her birthday and we a,"celebrate, fabulous",,positive
688, stephenlautens Trump administration drops plans to send U.S. military forces to the Canadian border.  cdnpoli,trump,,positive
689," CBCVancouver When the news affects you most were still here.

For todays latest stories head to ",,,neutral
690,K bday in Vegas cancelled this year but if everything is good by august imma go visit uncle adam In Canada,good,,positive
691,The laws change every day in relationship to work and COVID19.  Heres a revised version of a post on work law in Canada and temporary layoffs. ,work,,positive
692, genesimmons Coronavirus Mexicans demand crackdown on Americans crossing the border  BBC News ,,,neutral
693, JohnTheFame Americans watching Canada and Europe take care of their citizens during the pandemic ,,,neutral
